game_uid,sequence,winner_side,winner
MPLMYS13W1_0004_G1,"blue_ban_Ruby,red_ban_Mathilda,blue_ban_Angela,red_ban_Joy,blue_ban_Phoveus,red_ban_Vexana,blue_ban_Grock,red_ban_Nana,blue_ban_Tigreal,red_ban_Gloo,blue_pick_Yu Zhong,red_pick_Paquito,red_pick_Fredrinn,blue_pick_Nolan,blue_pick_Faramis,red_pick_Vexana,red_pick_Karrie,blue_pick_Harith,blue_pick_Minotaur,red_pick_Arlott",blue,1
MPLMYS13W1_0004_G2,"blue_ban_Ruby,red_ban_Mathilda,blue_ban_Angela,red_ban_Nolan,blue_ban_Baxia,red_ban_Joy,blue_ban_Brody,red_ban_Yu Zhong,blue_ban_Guinevere,red_ban_Tigreal,blue_pick_Arlott,red_pick_Paquito,red_pick_Granger,blue_pick_Fredrinn,blue_pick_Valentina,red_pick_Vexana,red_pick_Cici,blue_pick_Karrie,blue_pick_Kaja,red_pick_Minotaur",red,0
MPLMYS13W1_0004_G3,"blue_ban_Ruby,red_ban_Mathilda,blue_ban_Angela,red_ban_Vexana,blue_ban_Phoveus,red_ban_Harith,blue_ban_Tigreal,red_ban_Yu Zhong,blue_ban_X.Borg,red_ban_Faramis,blue_pick_Barats,red_pick_Lapu-Lapu,red_pick_Fredrinn,blue_pick_Nolan,blue_pick_Nana,red_pick_Valentina,red_pick_Claude,blue_pick_Karrie,blue_pick_Minotaur,red_pick_Arlott",blue,1
MPLMYS13W1_0005_G1,"blue_ban_Arlott,red_ban_Angela,blue_ban_Valentina,red_ban_Joy,blue_ban_Fanny,red_ban_Nolan,blue_ban_Paquito,red_ban_Karrie,blue_ban_Benedetta,red_ban_Harith,blue_pick_X.Borg,red_pick_Yu Zhong,red_pick_Barats,blue_pick_Fredrinn,blue_pick_Gord,red_pick_Lylia,red_pick_Claude,blue_pick_Natan,blue_pick_Mathilda,red_pick_Minotaur",blue,1
MPLMYS13W1_0005_G2,"blue_ban_Mathilda,red_ban_Nolan,blue_ban_Angela,red_ban_Joy,blue_ban_Arlott,red_ban_Fanny,blue_ban_Valentina,red_ban_Bruno,blue_ban_X.Borg,red_ban_Selena,blue_pick_Benedetta,red_pick_Paquito,red_pick_Fredrinn,blue_pick_Baxia,blue_pick_Novaria,red_pick_Lylia,red_pick_Karrie,blue_pick_Brody,blue_pick_Grock,red_pick_Minotaur",blue,1
MPLMYS13W1_0005_G3,"blue_ban_Arlott,red_ban_Mathilda,blue_ban_Joy,red_ban_Nolan,blue_ban_Benedetta,red_ban_Angela,blue_ban_Faramis,red_ban_Yu Zhong,blue_ban_Karrie,red_ban_Lapu-Lapu,blue_pick_Thamuz,red_pick_X.Borg,red_pick_Baxia,blue_pick_Fredrinn,blue_pick_Novaria,red_pick_Valentina,red_pick_Natan,blue_pick_Claude,blue_pick_Selena,red_pick_Grock",red,0
MPLMYS13W1_0006_G1,"blue_ban_Angela,red_ban_Mathilda,blue_ban_Arlott,red_ban_Harith,blue_ban_Joy,red_ban_Nolan,blue_ban_Kaja,red_ban_Fanny,blue_ban_Grock,red_ban_Paquito,blue_pick_Barats,red_pick_X.Borg,red_pick_Baxia,blue_pick_Silvanna,blue_pick_Vexana,red_pick_Nana,red_pick_Karrie,blue_pick_Bruno,blue_pick_Chou,red_pick_Minotaur",red,0
MPLMYS13W1_0006_G2,"blue_ban_Fanny,red_ban_Mathilda,blue_ban_Silvanna,red_ban_Harith,blue_ban_Roger,red_ban_Angela,blue_ban_Grock,red_ban_Minotaur,blue_ban_Joy,red_ban_X.Borg,blue_pick_Dyrroth,red_pick_Phoveus,red_pick_Barats,blue_pick_Nolan,blue_pick_Nana,red_pick_Valentina,red_pick_Claude,blue_pick_Karrie,blue_pick_Edith,red_pick_Ruby",blue,1
MPLMYS13W1_0007_G1,"blue_ban_Mathilda,red_ban_Benedetta,blue_ban_Valentina,red_ban_Nolan,blue_ban_Fanny,red_ban_Joy,blue_ban_X.Borg,red_ban_Harith,blue_ban_Yu Zhong,red_ban_Cici,blue_pick_Ruby,red_pick_Paquito,red_pick_Baxia,blue_pick_Fredrinn,blue_pick_Angela,red_pick_Vexana,red_pick_Karrie,blue_pick_Natan,blue_pick_Grock,red_pick_Guinevere",red,0
MPLMYS13W1_0007_G2,"blue_ban_Mathilda,red_ban_Benedetta,blue_ban_Valentina,red_ban_Nolan,blue_ban_Angela,red_ban_Joy,blue_ban_Yu Zhong,red_ban_Bruno,blue_ban_Arlott,red_ban_Karrie,blue_pick_X.Borg,red_pick_Lapu-Lapu,red_pick_Baxia,blue_pick_Barats,blue_pick_Novaria,red_pick_Vexana,red_pick_Claude,blue_pick_Natan,blue_pick_Grock,red_pick_Rafaela",blue,1
MPLMYS13W1_0007_G3,"blue_ban_Mathilda,red_ban_Benedetta,blue_ban_Angela,red_ban_Nolan,blue_ban_Valentina,red_ban_Joy,blue_ban_Harith,red_ban_Minotaur,blue_ban_Fanny,red_ban_Baxia,blue_pick_Terizla,red_pick_Yu Zhong,red_pick_Fredrinn,blue_pick_Barats,blue_pick_Novaria,red_pick_Faramis,red_pick_Claude,blue_pick_Karrie,blue_pick_Kaja,red_pick_Grock",blue,1
MPLMYS13W1_0008_G1,"blue_ban_Minotaur,red_ban_Mathilda,blue_ban_Grock,red_ban_Angela,blue_ban_Vexana,red_ban_Nolan,blue_ban_Paquito,red_ban_Yu Zhong,blue_ban_Kaja,red_ban_Claude,blue_pick_Arlott,red_pick_Thamuz,red_pick_Fredrinn,blue_pick_Barats,blue_pick_Nana,red_pick_Novaria,red_pick_Karrie,blue_pick_Irithel,blue_pick_Rafaela,red_pick_Ruby",red,0
MPLMYS13W1_0008_G2,"blue_ban_Arlott,red_ban_Mathilda,blue_ban_Joy,red_ban_Angela,blue_ban_Nolan,red_ban_Minotaur,blue_ban_Grock,red_ban_Paquito,blue_ban_Kaja,red_ban_Claude,blue_pick_Benedetta,red_pick_X.Borg,red_pick_Barats,blue_pick_Fredrinn,blue_pick_Vexana,red_pick_Novaria,red_pick_Karrie,blue_pick_Natan,blue_pick_Ruby,red_pick_Guinevere",blue,1
MPLMYS13W2_0001_G1,"blue_ban_X.Borg,red_ban_Mathilda,blue_ban_Valentina,red_ban_Angela,blue_ban_Harith,red_ban_Nolan,blue_ban_Brody,red_ban_Novaria,blue_ban_Fredrinn,red_ban_Vexana,blue_pick_Terizla,red_pick_Paquito,red_pick_Guinevere,blue_pick_Joy,blue_pick_Nana,red_pick_Lylia,red_pick_Karrie,blue_pick_Natan,blue_pick_Grock,red_pick_Minotaur",red,0
MPLMYS13W2_0001_G2,"blue_ban_X.Borg,red_ban_Mathilda,blue_ban_Joy,red_ban_Angela,blue_ban_Valentina,red_ban_Nolan,blue_ban_Grock,red_ban_Novaria,blue_ban_Karrie,red_ban_Vexana,blue_pick_Benedetta,red_pick_Cici,red_pick_Barats,blue_pick_Fredrinn,blue_pick_Faramis,red_pick_Lylia,red_pick_Harith,blue_pick_Natan,blue_pick_Minotaur,red_pick_Rafaela",blue,1
MPLMYS13W2_0001_G3,"blue_ban_Angela,red_ban_Mathilda,blue_ban_Faramis,red_ban_Nolan,blue_ban_Masha,red_ban_Karrie,blue_ban_Lylia,red_ban_Harith,blue_ban_Valentina,red_ban_Roger,blue_pick_Paquito,red_pick_Yu Zhong,red_pick_Fredrinn,blue_pick_Guinevere,blue_pick_Novaria,red_pick_Xavier,red_pick_Natan,blue_pick_Bruno,blue_pick_Minotaur,red_pick_Grock",blue,1
MPLMYS13W2_0002_G1,"blue_ban_Faramis,red_ban_Nolan,blue_ban_Barats,red_ban_Masha,blue_ban_Minotaur,red_ban_Mathilda,blue_ban_Lylia,red_ban_Joy,blue_ban_Natan,red_ban_Benedetta,blue_pick_Cici,red_pick_Yu Zhong,red_pick_Baxia,blue_pick_Fredrinn,blue_pick_Vexana,red_pick_Novaria,red_pick_Harith,blue_pick_Roger,blue_pick_Chip,red_pick_Angela",blue,1
MPLMYS13W2_0002_G2,"blue_ban_Masha,red_ban_Faramis,blue_ban_Nolan,red_ban_Barats,blue_ban_Chip,red_ban_Mathilda,blue_ban_Yu Zhong,red_ban_Diggie,blue_ban_Joy,red_ban_X.Borg,blue_pick_Benedetta,red_pick_Terizla,red_pick_Martis,blue_pick_Fredrinn,blue_pick_Valentina,red_pick_Pharsa,red_pick_Roger,blue_pick_Natan,blue_pick_Grock,red_pick_Minotaur",blue,1
MPLMYS13W2_0002_G3,"blue_ban_Faramis,red_ban_Masha,blue_ban_Barats,red_ban_Mathilda,blue_ban_Minotaur,red_ban_Chip,blue_ban_Phoveus,red_ban_Arlott,blue_ban_Baxia,red_ban_Yu Zhong,blue_pick_Paquito,red_pick_Benedetta,red_pick_Akai,blue_pick_Fredrinn,blue_pick_Pharsa,red_pick_Valentina,red_pick_Natan,blue_pick_Harith,blue_pick_Chou,red_pick_Grock",blue,1
MPLMYS13W2_0003_G1,"blue_ban_Angela,red_ban_X.Borg,blue_ban_Masha,red_ban_Joy,blue_ban_Mathilda,red_ban_Nolan,blue_ban_Minotaur,red_ban_Chip,blue_ban_Grock,red_ban_Arlott,blue_pick_Benedetta,red_pick_Cici,red_pick_Barats,blue_pick_Fredrinn,blue_pick_Novaria,red_pick_Vexana,red_pick_Natan,blue_pick_Roger,blue_pick_Guinevere,red_pick_Tigreal",blue,1
MPLMYS13W2_0003_G2,"blue_ban_Angela,red_ban_Nolan,blue_ban_Masha,red_ban_Joy,blue_ban_Vexana,red_ban_Mathilda,blue_ban_Grock,red_ban_Brody,blue_ban_Fanny,red_ban_Karrie,blue_pick_Benedetta,red_pick_Arlott,red_pick_Barats,blue_pick_Fredrinn,blue_pick_Novaria,red_pick_Valentina,red_pick_Roger,blue_pick_Natan,blue_pick_Guinevere,red_pick_Minotaur",blue,1
MPLMYS13W2_0004_G1,"blue_ban_Barats,red_ban_Mathilda,blue_ban_Joy,red_ban_Masha,blue_ban_Valentina,red_ban_Chip,blue_ban_Fanny,red_ban_Benedetta,blue_ban_Minotaur,red_ban_Yu Zhong,blue_pick_Arlott,red_pick_Paquito,red_pick_X.Borg,blue_pick_Fredrinn,blue_pick_Faramis,red_pick_Lylia,red_pick_Roger,blue_pick_Harith,blue_pick_Chou,red_pick_Ruby",blue,1
MPLMYS13W2_0004_G2,"blue_ban_Mathilda,red_ban_Joy,blue_ban_Masha,red_ban_Barats,blue_ban_Valentina,red_ban_Chip,blue_ban_Fanny,red_ban_Cici,blue_ban_Vexana,red_ban_Nolan,blue_pick_Paquito,red_pick_Lapu-Lapu,red_pick_Fredrinn,blue_pick_Guinevere,blue_pick_Faramis,red_pick_Novaria,red_pick_Karrie,blue_pick_Roger,blue_pick_Grock,red_pick_Minotaur",red,0
MPLMYS13W2_0004_G3,"blue_ban_Joy,red_ban_Masha,blue_ban_Barats,red_ban_Chip,blue_ban_Minotaur,red_ban_Mathilda,blue_ban_Fanny,red_ban_Pharsa,blue_ban_Kaja,red_ban_Paquito,blue_pick_Benedetta,red_pick_Lapu-Lapu,red_pick_Akai,blue_pick_Fredrinn,blue_pick_Novaria,red_pick_Vexana,red_pick_Karrie,blue_pick_Harith,blue_pick_Chou,red_pick_Ruby",blue,1
MPLMYS13W2_0005_G1,"blue_ban_Angela,red_ban_Mathilda,blue_ban_Minotaur,red_ban_Barats,blue_ban_Joy,red_ban_Masha,blue_ban_Minsitthar,red_ban_Chou,blue_ban_Yu Zhong,red_ban_Terizla,blue_pick_Cici,red_pick_Paquito,red_pick_Fredrinn,blue_pick_Nolan,blue_pick_Nana,red_pick_Valentina,red_pick_Karrie,blue_pick_Roger,blue_pick_Ruby,red_pick_Grock",blue,1
MPLMYS13W2_0005_G2,"blue_ban_Barats,red_ban_Mathilda,blue_ban_Fredrinn,red_ban_Angela,blue_ban_Masha,red_ban_Harith,blue_ban_Ruby,red_ban_Arlott,blue_ban_Phoveus,red_ban_Cici,blue_pick_Terizla,red_pick_Thamuz,red_pick_Joy,blue_pick_Nolan,blue_pick_Valentina,red_pick_Nana,red_pick_Roger,blue_pick_Natan,blue_pick_Minotaur,red_pick_Chou",red,0
MPLMYS13W2_0006_G1,"blue_ban_Masha,red_ban_Nolan,blue_ban_Fanny,red_ban_Mathilda,blue_ban_X.Borg,red_ban_Joy,blue_ban_Minotaur,red_ban_Natan,blue_ban_Ruby,red_ban_Novaria,blue_pick_Cici,red_pick_Paquito,red_pick_Fredrinn,blue_pick_Barats,blue_pick_Faramis,red_pick_Lylia,red_pick_Roger,blue_pick_Harith,blue_pick_Angela,red_pick_Grock",red,0
MPLMYS13W2_0006_G2,"blue_ban_Angela,red_ban_Mathilda,blue_ban_Masha,red_ban_Nolan,blue_ban_Joy,red_ban_X.Borg,blue_ban_Valentina,red_ban_Paquito,blue_ban_Novaria,red_ban_Roger,blue_pick_Cici,red_pick_Benedetta,red_pick_Barats,blue_pick_Fredrinn,blue_pick_Lylia,red_pick_Nana,red_pick_Natan,blue_pick_Harith,blue_pick_Grock,red_pick_Minotaur",blue,1
MPLMYS13W2_0007_G1,"blue_ban_Angela,red_ban_Mathilda,blue_ban_Masha,red_ban_Nolan,blue_ban_Valentina,red_ban_Joy,blue_ban_Grock,red_ban_Harith,blue_ban_Chip,red_ban_X.Borg,blue_pick_Benedetta,red_pick_Fredrinn,red_pick_Fanny,blue_pick_Barats,blue_pick_Novaria,red_pick_Lylia,red_pick_Karrie,blue_pick_Roger,blue_pick_Guinevere,red_pick_Ruby",blue,1
MPLMYS13W2_0007_G2,"blue_ban_Angela,red_ban_Mathilda,blue_ban_Masha,red_ban_Joy,blue_ban_Valentina,red_ban_Novaria,blue_ban_Tigreal,red_ban_X.Borg,blue_ban_Phoveus,red_ban_Faramis,blue_pick_Thamuz,red_pick_Arlott,red_pick_Fanny,blue_pick_Nolan,blue_pick_Nana,red_pick_Vexana,red_pick_Natan,blue_pick_Harith,blue_pick_Grock,red_pick_Ruby",blue,1
MPLMYS13W2_0008_G1,"blue_ban_Barats,red_ban_Mathilda,blue_ban_X.Borg,red_ban_Natan,blue_ban_Faramis,red_ban_Fredrinn,blue_ban_Paquito,red_ban_Angela,blue_ban_Benedetta,red_ban_Valentina,blue_pick_Ruby,red_pick_Terizla,red_pick_Fanny,blue_pick_Baxia,blue_pick_Nana,red_pick_Novaria,red_pick_Harith,blue_pick_Roger,blue_pick_Masha,red_pick_Minotaur",red,0
MPLMYS13W2_0008_G2,"blue_ban_Natan,red_ban_Mathilda,blue_ban_Angela,red_ban_Masha,blue_ban_Faramis,red_ban_Barats,blue_ban_Akai,red_ban_Paquito,blue_ban_Phoveus,red_ban_Fanny,blue_pick_Benedetta,red_pick_Cici,red_pick_Nolan,blue_pick_Fredrinn,blue_pick_Novaria,red_pick_Vexana,red_pick_Claude,blue_pick_Harith,blue_pick_Chou,red_pick_Minotaur",blue,1
MPLMYS13W3_0001_G1,"blue_ban_Minotaur,red_ban_Mathilda,blue_ban_Angela,red_ban_Nolan,blue_ban_Guinevere,red_ban_Nana,blue_ban_Odette,red_ban_Grock,blue_ban_Ruby,red_ban_Karrie,blue_pick_Thamuz,red_pick_Benedetta,red_pick_Fredrinn,blue_pick_Joy,blue_pick_Valentina,red_pick_Vexana,red_pick_Roger,blue_pick_Cici,blue_pick_Edith,red_pick_Floryn",blue,1
MPLMYS13W3_0001_G2,"blue_ban_Roger,red_ban_Mathilda,blue_ban_Valentina,red_ban_Minotaur,blue_ban_Nolan,red_ban_Joy,blue_ban_Natan,red_ban_Yu Zhong,blue_ban_Arlott,red_ban_Benedetta,blue_pick_Cici,red_pick_X.Borg,red_pick_Fredrinn,blue_pick_Barats,blue_pick_Faramis,red_pick_Vexana,red_pick_Melissa,blue_pick_Harith,blue_pick_Edith,red_pick_Grock",red,0
MPLMYS13W3_0002_G1,"blue_ban_Chip,red_ban_Mathilda,blue_ban_Minotaur,red_ban_Barats,blue_ban_Angela,red_ban_Masha,blue_ban_Valentina,red_ban_Karrie,blue_ban_Luo Yi,red_ban_Benedetta,blue_pick_Arlott,red_pick_Terizla,red_pick_Nolan,blue_pick_Fredrinn,blue_pick_Faramis,red_pick_Vexana,red_pick_Roger,blue_pick_Claude,blue_pick_Floryn,red_pick_Ruby",blue,1
MPLMYS13W3_0002_G2,"blue_ban_Barats,red_ban_Mathilda,blue_ban_Minotaur,red_ban_Chip,blue_ban_Masha,red_ban_Angela,blue_ban_Arlott,red_ban_Harith,blue_ban_Fanny,red_ban_Natan,blue_pick_Benedetta,red_pick_Thamuz,red_pick_Akai,blue_pick_Fredrinn,blue_pick_Valentina,red_pick_Novaria,red_pick_Roger,blue_pick_Claude,blue_pick_Grock,red_pick_Chou",red,0
MPLMYS13W3_0003_G1,"blue_ban_X.Borg,red_ban_Mathilda,blue_ban_Barats,red_ban_Angela,blue_ban_Baxia,red_ban_Fanny,blue_ban_Odette,red_ban_Luo Yi,blue_ban_Nolan,red_ban_Valentina,blue_pick_Masha,red_pick_Arlott,red_pick_Martis,blue_pick_Fredrinn,blue_pick_Lylia,red_pick_Faramis,red_pick_Natan,blue_pick_Roger,blue_pick_Chip,red_pick_Minotaur",blue,1
MPLMYS13W3_0003_G2,"blue_ban_Masha,red_ban_Mathilda,blue_ban_Fanny,red_ban_Fredrinn,blue_ban_Chip,red_ban_Nolan,blue_ban_Kaja,red_ban_Martis,blue_ban_Arlott,red_ban_Barats,blue_pick_Paquito,red_pick_Cici,red_pick_Baxia,blue_pick_Dyrroth,blue_pick_Angela,red_pick_Luo Yi,red_pick_Karrie,blue_pick_Claude,blue_pick_Ruby,red_pick_Minotaur",red,0
MPLMYS13W3_0004_G1,"blue_ban_Benedetta,red_ban_Mathilda,blue_ban_Novaria,red_ban_Harith,blue_ban_Minotaur,red_ban_Arlott,blue_ban_Grock,red_ban_X.Borg,blue_ban_Guinevere,red_ban_Barats,blue_pick_Thamuz,red_pick_Lapu-Lapu,red_pick_Fredrinn,blue_pick_Nolan,blue_pick_Pharsa,red_pick_Faramis,red_pick_Roger,blue_pick_Karrie,blue_pick_Chip,red_pick_Tigreal",blue,1
MPLMYS13W3_0004_G2,"blue_ban_Benedetta,red_ban_Mathilda,blue_ban_Novaria,red_ban_Harith,blue_ban_Minotaur,red_ban_Chip,blue_ban_Grock,red_ban_Nolan,blue_ban_Valentina,red_ban_Floryn,blue_pick_Paquito,red_pick_X.Borg,red_pick_Fredrinn,blue_pick_Barats,blue_pick_Faramis,red_pick_Vexana,red_pick_Karrie,blue_pick_Natan,blue_pick_Arlott,red_pick_Guinevere",blue,1
MPLMYS13W3_0005_G1,"blue_ban_X.Borg,red_ban_Mathilda,blue_ban_Valentina,red_ban_Angela,blue_ban_Fanny,red_ban_Chip,blue_ban_Minotaur,red_ban_Nana,blue_ban_Chou,red_ban_Ruby,blue_pick_Arlott,red_pick_Benedetta,red_pick_Barats,blue_pick_Fredrinn,blue_pick_Vexana,red_pick_Faramis,red_pick_Harith,blue_pick_Roger,blue_pick_Floryn,red_pick_Rafaela",red,0
MPLMYS13W3_0005_G2,"blue_ban_Fanny,red_ban_Mathilda,blue_ban_X.Borg,red_ban_Angela,blue_ban_Barats,red_ban_Chip,blue_ban_Terizla,red_ban_Floryn,blue_ban_Arlott,red_ban_Grock,blue_pick_Yu Zhong,red_pick_Lapu-Lapu,red_pick_Nolan,blue_pick_Fredrinn,blue_pick_Valentina,red_pick_Faramis,red_pick_Karrie,blue_pick_Natan,blue_pick_Edith,red_pick_Minotaur",blue,1
MPLMYS13W3_0005_G3,"blue_ban_Fanny,red_ban_Mathilda,blue_ban_X.Borg,red_ban_Chip,blue_ban_Barats,red_ban_Angela,blue_ban_Chou,red_ban_Yu Zhong,blue_ban_Martis,red_ban_Benedetta,blue_pick_Lapu-Lapu,red_pick_Arlott,red_pick_Nolan,blue_pick_Fredrinn,blue_pick_Faramis,red_pick_Gord,red_pick_Claude,blue_pick_Natan,blue_pick_Minotaur,red_pick_Ruby",red,0
MPLMYS13W3_0006_G1,"blue_ban_Valentina,red_ban_Mathilda,blue_ban_Chip,red_ban_Floryn,blue_ban_Joy,red_ban_Nolan,blue_ban_Minotaur,red_ban_Fanny,blue_ban_Masha,red_ban_Faramis,blue_pick_Arlott,red_pick_Paquito,red_pick_Guinevere,blue_pick_Alpha,blue_pick_Angela,red_pick_Lylia,red_pick_Karrie,blue_pick_Harith,blue_pick_Tigreal,red_pick_Novaria",blue,1
MPLMYS13W3_0006_G2,"blue_ban_Floryn,red_ban_Mathilda,blue_ban_Faramis,red_ban_Chip,blue_ban_Angela,red_ban_Masha,blue_ban_Tigreal,red_ban_X.Borg,blue_ban_Novaria,red_ban_Harith,blue_pick_Cici,red_pick_Barats,red_pick_Joy,blue_pick_Nolan,blue_pick_Valentina,red_pick_Nana,red_pick_Roger,blue_pick_Natan,blue_pick_Ruby,red_pick_Chou",blue,1
MPLMYS13W3_0006_G3,"blue_ban_Valentina,red_ban_Mathilda,blue_ban_Chip,red_ban_Floryn,blue_ban_Angela,red_ban_Nolan,blue_ban_Paquito,red_ban_Harith,blue_ban_Novaria,red_ban_X.Borg,blue_pick_Masha,red_pick_Cici,red_pick_Fredrinn,blue_pick_Barats,blue_pick_Luo Yi,red_pick_Vexana,red_pick_Roger,blue_pick_Leomord,blue_pick_Minotaur,red_pick_Arlott",blue,1
MPLMYS13W3_0007_G1,"blue_ban_Masha,red_ban_Nolan,blue_ban_Chip,red_ban_Faramis,blue_ban_Minotaur,red_ban_Mathilda,blue_ban_Fredrinn,red_ban_Fanny,blue_ban_Barats,red_ban_Vexana,blue_pick_Arlott,red_pick_X.Borg,red_pick_Alpha,blue_pick_Roger,blue_pick_Valentina,red_pick_Angela,red_pick_Harith,blue_pick_Ruby,blue_pick_Edith,red_pick_Tigreal",red,0
MPLMYS13W3_0007_G2,"blue_ban_Faramis,red_ban_Mathilda,blue_ban_Nolan,red_ban_Chip,blue_ban_Barats,red_ban_Masha,blue_ban_Chou,red_ban_Tigreal,blue_ban_Harith,red_ban_Hilda,blue_pick_Minsitthar,red_pick_Terizla,red_pick_Fanny,blue_pick_Fredrinn,blue_pick_Luo Yi,red_pick_Novaria,red_pick_Karrie,blue_pick_Roger,blue_pick_Minotaur,red_pick_Arlott",blue,1
MPLMYS13W3_0008_G1,"blue_ban_X.Borg,red_ban_Luo Yi,blue_ban_Lylia,red_ban_Chip,blue_ban_Minotaur,red_ban_Masha,blue_ban_Roger,red_ban_Nolan,blue_ban_Kaja,red_ban_Faramis,blue_pick_Lapu-Lapu,red_pick_Arlott,red_pick_Fredrinn,blue_pick_Barats,blue_pick_Valentina,red_pick_Vexana,red_pick_Karrie,blue_pick_Natan,blue_pick_Mathilda,red_pick_Chou",blue,1
MPLMYS13W3_0008_G2,"blue_ban_Luo Yi,red_ban_X.Borg,blue_ban_Chip,red_ban_Lylia,blue_ban_Masha,red_ban_Mathilda,blue_ban_Harith,red_ban_Grock,blue_ban_Nolan,red_ban_Angela,blue_pick_Cici,red_pick_Arlott,red_pick_Joy,blue_pick_Fredrinn,blue_pick_Faramis,red_pick_Vexana,red_pick_Roger,blue_pick_Natan,blue_pick_Diggie,red_pick_Minotaur",blue,1
MPLMYS13W3_0008_G3,"blue_ban_X.Borg,red_ban_Luo Yi,blue_ban_Lylia,red_ban_Chip,blue_ban_Minotaur,red_ban_Masha,blue_ban_Faramis,red_ban_Paquito,blue_ban_Angela,red_ban_Harith,blue_pick_Thamuz,red_pick_Cici,red_pick_Fredrinn,blue_pick_Barats,blue_pick_Valentina,red_pick_Gord,red_pick_Natan,blue_pick_Claude,blue_pick_Mathilda,red_pick_Ruby",blue,1
MPLMYS13W4_0001_G1,"blue_ban_Fanny,red_ban_Mathilda,blue_ban_Angela,red_ban_Cici,blue_ban_Arlott,red_ban_Chip,blue_ban_Masha,red_ban_Terizla,blue_ban_Fredrinn,red_ban_Roger,blue_pick_Phoveus,red_pick_Benedetta,red_pick_Harith,blue_pick_Nolan,blue_pick_Lylia,red_pick_Faramis,red_pick_Ruby,blue_pick_Bruno,blue_pick_Minotaur,red_pick_Khaleed",red,0
MPLMYS13W4_0001_G2,"blue_ban_Lylia,red_ban_Mathilda,blue_ban_Faramis,red_ban_Nolan,blue_ban_Cici,red_ban_Angela,blue_ban_Minotaur,red_ban_Fanny,blue_ban_Grock,red_ban_Masha,blue_pick_Yu Zhong,red_pick_Lapu-Lapu,red_pick_Fredrinn,blue_pick_Harith,blue_pick_Vexana,red_pick_Odette,red_pick_Roger,blue_pick_Ruby,blue_pick_Chip,red_pick_Chou",red,0
MPLMYS13W4_0001_G3,"blue_ban_Lylia,red_ban_Angela,blue_ban_Chip,red_ban_Mathilda,blue_ban_Faramis,red_ban_Nolan,blue_ban_Novaria,red_ban_Masha,blue_ban_Odette,red_ban_Diggie,blue_pick_X.Borg,red_pick_Arlott,red_pick_Fredrinn,blue_pick_Roger,blue_pick_Luo Yi,red_pick_Valentina,red_pick_Claude,blue_pick_Ruby,blue_pick_Minotaur,red_pick_Tigreal",red,0
MPLMYS13W4_0002_G1,"blue_ban_Faramis,red_ban_Mathilda,blue_ban_Benedetta,red_ban_Angela,blue_ban_Novaria,red_ban_Chip,blue_ban_Lylia,red_ban_X.Borg,blue_ban_Nana,red_ban_Kaja,blue_pick_Hylos,red_pick_Yu Zhong,red_pick_Barats,blue_pick_Fredrinn,blue_pick_Luo Yi,red_pick_Valentina,red_pick_Harith,blue_pick_Roger,blue_pick_Floryn,red_pick_Grock",blue,1
MPLMYS13W4_0002_G2,"blue_ban_Luo Yi,red_ban_Novaria,blue_ban_Harith,red_ban_Benedetta,blue_ban_Chip,red_ban_Mathilda,blue_ban_Lylia,red_ban_Natan,blue_ban_Paquito,red_ban_Claude,blue_pick_X.Borg,red_pick_Barats,red_pick_Alpha,blue_pick_Fredrinn,blue_pick_Yve,red_pick_Valentina,red_pick_Roger,blue_pick_Brody,blue_pick_Angela,red_pick_Floryn",red,0
MPLMYS13W4_0003_G1,"blue_ban_Angela,red_ban_Mathilda,blue_ban_Minotaur,red_ban_Faramis,blue_ban_Chip,red_ban_Fanny,blue_ban_Floryn,red_ban_Vexana,blue_ban_Selena,red_ban_Terizla,blue_pick_Masha,red_pick_Barats,red_pick_Roger,blue_pick_Fredrinn,blue_pick_Luo Yi,red_pick_Novaria,red_pick_Ruby,blue_pick_Harith,blue_pick_Arlott,red_pick_Guinevere",blue,1
MPLMYS13W4_0003_G2,"blue_ban_Masha,red_ban_Angela,blue_ban_Faramis,red_ban_Mathilda,blue_ban_Fanny,red_ban_Chip,blue_ban_Luo Yi,red_ban_Floryn,blue_ban_Valentina,red_ban_Selena,blue_pick_Yu Zhong,red_pick_Arlott,red_pick_Fredrinn,blue_pick_Roger,blue_pick_Novaria,red_pick_Vexana,red_pick_Harith,blue_pick_Phoveus,blue_pick_Edith,red_pick_Carmilla",blue,1
MPLMYS13W4_0003_G3,"blue_ban_Fanny,red_ban_Angela,blue_ban_Masha,red_ban_Chip,blue_ban_Faramis,red_ban_Mathilda,blue_ban_Harith,red_ban_Selena,blue_ban_Natan,red_ban_Floryn,blue_pick_Yu Zhong,red_pick_Gloo,red_pick_Fredrinn,blue_pick_Roger,blue_pick_Novaria,red_pick_Valentina,red_pick_Claude,blue_pick_Ruby,blue_pick_Franco,red_pick_Arlott",blue,1
MPLMYS13W4_0004_G1,"blue_ban_Faramis,red_ban_Mathilda,blue_ban_Fredrinn,red_ban_Masha,blue_ban_Chip,red_ban_Valentina,blue_ban_Luo Yi,red_ban_Baxia,blue_ban_Novaria,red_ban_Hilda,blue_pick_Cici,red_pick_Barats,red_pick_Nolan,blue_pick_Martis,blue_pick_Angela,red_pick_Pharsa,red_pick_Natan,blue_pick_Harith,blue_pick_Grock,red_pick_Kaja",red,0
